" ";"Instrument";"Test";"QC";"QC lot No.";"Target mean";"Target SD";"SDI";"Number of values";"Bias";"Calculated mean";"Calculated SD";"CV%";"Usage"
"";"LIAISON XL";"Toxoplasma IgM";"Toxo IgM PC";"5610430";"23.000";"4.000";"-0.356";"9";"-0.062";"21.578";"1.084";"5.022";"In use"
"";"LIAISON XL";"Insulin-like growth factor I";"IGF-1 L1";"1412081";"54.000";"7.233";"0.010";"29";"0.001";"54.075";"9.808";"18.138";"Study"
"";"LIAISON XL";"Insulin-like growth factor I";"IGF-1 L2";"1422081";"253.000";"32.667";"-0.603";"36";"-0.078";"233.297";"41.319";"17.711";"Study"
"";"C6000-B:C2";"ADENOSINE DEAMINASE FLUID";"ADA 1";"ADC103210";"30.800";"2.600";"0.365";"117";"0.031";"31.750";"1.556";"4.901";"Study"
"";"C6000-B:C2";"ADENOSINE DEAMINASE FLUID";"ADA 2";"ADC203210";"144.000";"8.200";"-0.445";"46";"-0.025";"140.348";"6.500";"4.632";"Study"
"";"C6000-A:C1";"GLYCATED HAEMOGLOBIN (NGSP)";"PCA1N-A";"563450";"5.690";"0.170";"0.610";"190";"0.018";"5.794";"0.148";"2.552";"Study"
"";"LIAISON XL";"ALDO";"ALDO L1";"234202";"167.580";"16.713";"-0.168";"26";"-0.017";"164.769";"10.113";"6.137";"In use"
"";"LIAISON XL";"ALDO";"ALDO L2";"208212";"739.590";"73.863";"0.307";"25";"0.031";"762.280";"21.893";"2.872";"In use"
"";"C6000-B:C2";"GLYCATED HAEMOGLOBIN (NGSP)";"PCA1N";"617428";"5.700";"0.340";"0.178";"357";"0.011";"5.761";"0.109";"1.891";"In use"
"";"C6000-A:C1";"GLYCATED HAEMOGLOBIN (NGSP)";"PCA1N-VER";"617428";"5.700";"0.340";"0.110";"139";"0.007";"5.737";"0.118";"2.059";"In use"
"";"C6000-A:C1";"PROTEIN CSF";"PNPUC TPC3";"634291";"0.202";"0.020";"0.523";"30";"0.052";"0.212";"0.023";"11.011";"Study"
"";"C6000-A:C1";"IGG CSF";"PNPUC TPC3";"634291";"19.600";"1.600";"0.332";"24";"0.027";"20.131";"1.463";"7.265";"Study"
"";"C6000-A:C1";"ALBUMIN URINE";"PN PUC";"634291";"29.900";"2.400";"0.573";"27";"0.046";"31.274";"0.918";"2.934";"Study"
"";"C6000-A:C1";"PROTEIN URINE";"PN PUC";"634291";"0.169";"0.014";"0.466";"27";"0.039";"0.176";"0.004";"2.122";"Study"
"";"C6000-A:C1";"CREATININE URINE";"PN PUC";"634291";"9.090";"0.550";"-0.308";"37";"-0.019";"8.920";"0.122";"1.365";"Study"
"";"C6000-B:E3-2";"HEP A TOTAL";"PC HAV1";"597666";"1.347";"0.040";"-0.060";"182";"-0.002";"1.345";"0.032";"2.367";"Study"
"";"C6000-B:E3-2";"HEP A TOTAL";"PC HAV2";"597667";"0.387";"0.025";"0.232";"183";"0.015";"0.393";"0.016";"3.954";"Study"
"";"DCA OPD";"HBA1C POC";"DCA  HBA1c Normal";"0169";"5.100";"0.330";"0.492";"24";"0.032";"5.263";"0.088";"1.663";"In use"
"";"DCA UCT";"HBA1C POC";"DCA  HBA1c Normal";"0169";"5.100";"0.330";"11.585";"13";"0.750";"8.923";"13.244";"148.422";"In use"
"";"DCA OPD";"HBA1C POC";"DCA  HBA1c Abnormal";"0169";"10.800";"0.733";"0.243";"23";"0.017";"10.978";"0.291";"2.648";"In use"
"";"DCA UCT";"HBA1C POC";"DCA  HBA1c Abnormal";"0169";"10.800";"0.733";"0.588";"13";"0.040";"11.231";"0.591";"5.260";"In use"
"";"C6000-B:E4-1";"HIV combi PT";"PCII HIV1";"643861";"0.194";"0.040";"0.824";"272";"0.170";"0.227";"0.052";"23.095";"In use"
"";"C6000-B:E4-2";"HIV combi PT";"PCII HIV1";"643861";"0.196";"0.040";"0.980";"266";"0.200";"0.235";"0.058";"24.900";"In use"
"";"C6000-B:E4-1";"HIV combi PT";"PCII HIV2";"643864";"5.847";"0.250";"-0.130";"277";"-0.006";"5.814";"0.401";"6.890";"In use"
"";"C6000-B:E4-2";"HIV combi PT";"PCII HIV2";"643864";"5.908";"0.250";"-0.331";"270";"-0.014";"5.825";"0.431";"7.405";"In use"
"";"C6000-B:E4-1";"HIV combi PT";"PCII HIV3";"643866";"4.412";"0.250";"0.413";"282";"0.023";"4.515";"0.330";"7.309";"In use"
"";"C6000-B:E4-2";"HIV combi PT";"PCII HIV3";"643866";"4.440";"0.250";"0.446";"270";"0.025";"4.551";"0.357";"7.838";"In use"
"";"C6000-B:E3-2";"HEP B SURFACE AB";"PC AHBS1";"664734";"2.000";"0.300";"0.145";"114";"0.022";"2.044";"0.172";"8.428";"In use"
"";"C6000-B:E3-2";"HEP B SURFACE AB";"PC AHBS2";"664737";"90.984";"4.000";"0.104";"114";"0.005";"91.400";"3.032";"3.317";"In use"
"";"C6000-B:C2";"RHEUMATOID FACTOR";"RFCO1";"661133";"22.700";"1.500";"0.469";"131";"0.031";"23.404";"0.961";"4.107";"In use"
"";"C6000-B:C2";"RHEUMATOID FACTOR";"RFCO2";"661134";"51.800";"2.600";"0.575";"134";"0.029";"53.296";"1.986";"3.727";"In use"
"";"C6000-B:E3-1";"HIGH-SENSITIVITY TROPONIN T";"BIO CTC1-B";"89041";"17.990";"0.560";"1.683";"181";"0.052";"18.932";"0.816";"4.309";"In use"
"";"C6000-A:E2-1";"HIGH-SENSITIVITY TROPONIN T";"BIO CTC1";"89041";"17.990";"0.560";"0.351";"160";"0.011";"18.187";"0.714";"3.927";"In use"
"";"C6000-B:E3-2";"BETA-HCG";"RIAP L3-B";"2181EC";"272.000";"27.000";"-0.513";"154";"-0.051";"258.142";"16.922";"6.555";"In use"
"";"C6000-A:E1-1";"ALPHA-FETO PROTEIN";"RIAP L3";"2181EC";"218.000";"22.000";"-0.555";"145";"-0.056";"205.785";"8.435";"4.099";"In use"
"";"C6000-A:E1-2";"CARCINOEMBRYONIC AG";"RIAP L3";"2181EC";"50.000";"5.000";"0.174";"134";"0.017";"50.868";"4.181";"8.219";"In use"
"";"C6000-A:E1-2";"PROLACTIN";"RIAP L3";"2181EC";"73.132";"7.300";"-0.539";"133";"-0.054";"69.197";"3.950";"5.708";"In use"
"";"C6000-A:E1-1";"BETA-HCG";"RIAP L3";"2181EC";"272.000";"27.000";"-0.714";"151";"-0.071";"252.719";"12.844";"5.082";"In use"
"";"C6000-A:E1-1";"OESTRADIOL III";"RIAP L3";"2181EC";"1480.000";"148.000";"0.219";"133";"0.022";"1512.406";"35.750";"2.364";"In use"
"";"C6000-A:E1-1";"FOLLICLE STIMULATING HORMONE";"RIAP L3";"2181EC";"54.200";"5.400";"-0.319";"71";"-0.032";"52.477";"1.457";"2.777";"In use"
"";"C6000-A:E1-1";"THYROGLOBULIN v2";"RIAP L3";"2181EC";"60.000";"7.500";"0.276";"130";"0.035";"62.073";"6.418";"10.340";"In use"
"";"C6000-A:E1-2";"INSULIN";"RIAP L3";"2181EC";"28.800";"3.600";"-0.163";"165";"-0.020";"28.213";"1.274";"4.514";"In use"
"";"C6000-A:E1-2";"LUTEINISING HORMONE";"RIAP L3";"2181EC";"55.020";"1.960";"-0.215";"132";"-0.008";"54.598";"2.554";"4.678";"In use"
"";"C6000-A:E2-2";"PROGESTERONE III";"RIAP L3";"2181EC";"98.300";"9.750";"-0.001";"135";"0.000";"98.292";"4.223";"4.296";"In use"
"";"C6000-A:E2-1";"CA 19-9";"RIAP L3";"2181EC";"165.000";"16.500";"0.100";"138";"0.010";"166.654";"7.163";"4.298";"In use"
"";"C6000-A:E2-1";"FERRITIN";"RIAP L3";"2181EC";"318.000";"32.000";"0.714";"163";"0.072";"340.861";"14.466";"4.244";"In use"
"";"C6000-A:E2-1";"CA 125";"RIAP L3";"2181EC";"182.000";"18.000";"0.761";"133";"0.075";"195.694";"4.912";"2.510";"In use"
"";"C6000-A:E2-1";"TESTOSTERONE";"RIAP L3";"2181EC";"28.700";"2.850";"-0.425";"129";"-0.042";"27.490";"1.024";"3.726";"In use"
"";"C6000-A:E2-2";"SERUM FOLATE III";"RIAP L3";"2181EC";"21.400";"2.550";"0.578";"174";"0.069";"22.875";"3.401";"14.869";"In use"
"";"C6000-A:E1-2";"FOLLICLE STIMULATING HORMONE";"RIAP L3";"2181EC";"54.200";"5.400";"0.420";"61";"0.042";"56.469";"1.421";"2.516";"In use"
"";"C6000-A:C1";"ALBUMIN";"PCCC 2";"535719";"48.800";"2.900";"-0.069";"88";"-0.004";"48.601";"1.052";"2.165";"In use"
"";"C6000-A:C1";"ALANINE TRANSAMINASE";"PCCC 2";"535719";"127.000";"8.000";"-0.614";"93";"-0.039";"122.088";"3.398";"2.783";"In use"
"";"C6000-A:C1";"ASPARTATE TRANSAMINASE";"PCCC 2";"535719";"143.000";"9.000";"-0.605";"91";"-0.038";"137.558";"2.425";"1.763";"In use"
"";"C6000-A:C1";"CONJUGATED BILIRUBIN";"PCCC 2";"535719";"44.900";"3.600";"-0.236";"98";"-0.019";"44.050";"1.319";"2.994";"In use"
"";"C6000-A:C1";"TOTAL BILIRUBIN";"PCCC 2";"535719";"62.300";"3.700";"0.264";"108";"0.016";"63.277";"2.494";"3.941";"In use"
"";"C6000-A:C1";"CALCIUM";"PCCC 2";"535719";"3.470";"0.140";"-0.088";"94";"-0.004";"3.458";"0.050";"1.453";"In use"
"";"C6000-A:C1";"GAMMA-GLUTAMYL TRANSFERASE";"PCCC 2";"535719";"229.000";"14.000";"-0.164";"90";"-0.010";"226.700";"2.717";"1.198";"In use"
"";"C6000-A:C1";"TRANSFERRIN";"PCCC 2";"535719";"3.330";"0.200";"0.132";"110";"0.008";"3.356";"0.060";"1.794";"In use"
"";"C6000-A:C1";"GLUCOSE";"PCCC 2";"535719";"13.600";"0.700";"-0.215";"82";"-0.011";"13.450";"0.305";"2.270";"In use"
"";"C6000-A:C1";"LACTATE DEHYDROGENASE";"PCCC 2";"535719";"299.000";"18.000";"0.133";"98";"0.008";"301.398";"6.916";"2.295";"In use"
"";"C6000-A:C1";"LIPASE";"PCCC 2";"535719";"100.000";"6.000";"-0.420";"100";"-0.025";"97.478";"3.050";"3.128";"In use"
"";"C6000-A:C1";"MAGNESIUM";"PCCC 2";"535719";"1.360";"0.050";"-0.230";"103";"-0.008";"1.348";"0.029";"2.167";"In use"
"";"C6000-A:C1";"PHOSPHATE";"PCCC 2";"535719";"2.760";"0.140";"-0.495";"104";"-0.025";"2.691";"0.034";"1.271";"In use"
"";"C6000-A:C1";"TOTAL PROTEIN";"PCCC 2";"535719";"76.600";"3.100";"-0.345";"99";"-0.014";"75.530";"2.334";"3.091";"In use"
"";"C6000-A:C1";"HDL CHOLESTEROL";"PCCC 2";"535719";"1.520";"0.120";"0.626";"84";"0.049";"1.595";"0.064";"4.044";"In use"
"";"C6000-A:C1";"CREATINE KINASE Gen 2";"PCCC 2";"535719";"267.000";"16.000";"-0.368";"82";"-0.022";"261.110";"3.768";"1.443";"In use"
"";"C6000-A:C1";"C-REACTIVE PROTEIN";"PCCC 2";"535719";"51.400";"3.400";"-0.012";"98";"-0.001";"51.359";"1.390";"2.707";"In use"
"";"C6000-A:C1";"CREATININE";"PCCC 2";"535719";"329.000";"20.000";"0.097";"259";"0.006";"330.950";"7.051";"2.131";"In use"
"";"C6000-A:C1";"IRON";"PCCC 2";"535719";"44.200";"2.700";"-0.189";"93";"-0.012";"43.690";"0.784";"1.794";"In use"
"";"C6000-A:C1";"TRIGLYCERIDE";"PCCC 2";"535719";"2.460";"0.120";"-0.132";"107";"-0.006";"2.444";"0.052";"2.139";"In use"
"";"C6000-A:C1";"URIC ACID";"PCCC 2";"535719";"0.595";"0.030";"0.349";"93";"0.018";"0.605";"0.012";"2.011";"In use"
"";"C6000-B:C2";"APOPROTEIN A";"PCCC 2-B";"535719";"1.660";"0.130";"0.324";"21";"0.025";"1.702";"0.062";"3.658";"In use"
"";"C6000-B:C2";"APOPROTEIN B";"PCCC 2-B";"535719";"0.762";"0.061";"-0.324";"24";"-0.026";"0.742";"0.022";"2.980";"In use"
"";"C6000-B:C2";"ALPHA 1-ANTITRYPSIN";"PCCC 2-B";"535719";"1.320";"0.110";"0.209";"85";"0.017";"1.343";"0.019";"1.409";"In use"
"";"C6000-B:C2";"COMPLEMENT C3";"PCCC 2-B";"535719";"1.550";"0.120";"-0.361";"65";"-0.028";"1.507";"0.070";"4.660";"In use"
"";"C6000-B:C2";"COMPLEMENT C4";"PCCC 2-B";"535719";"0.227";"0.018";"-0.197";"66";"-0.016";"0.223";"0.003";"1.484";"In use"
"";"C6000-B:C2";"HAPTOGLOBIN";"PCCC 2-B";"535719";"1.210";"0.100";"0.435";"104";"0.036";"1.253";"0.016";"1.312";"In use"
"";"C6000-B:C2";"ALANINE TRANSAMINASE";"PCCC 2-B";"535719";"127.000";"8.000";"-0.587";"98";"-0.037";"122.306";"12.912";"10.557";"In use"
"";"C6000-B:C2";"ASPARTATE TRANSAMINASE";"PCCC 2-B";"535719";"143.000";"9.000";"-0.420";"88";"-0.026";"139.222";"15.344";"11.021";"In use"
"";"C6000-B:C2";"CONJUGATED BILIRUBIN";"PCCC 2-B";"535719";"44.900";"3.600";"-0.389";"93";"-0.031";"43.499";"1.560";"3.587";"In use"
"";"C6000-B:C2";"IMMUNOGLOBULIN A";"PCCC 2-B";"535719";"2.260";"0.180";"-0.145";"63";"-0.012";"2.234";"0.028";"1.252";"In use"
"";"C6000-B:C2";"IMMUNOGLOBULIN G";"PCCC 2-B";"535719";"11.200";"0.700";"0.642";"68";"0.040";"11.649";"0.274";"2.352";"In use"
"";"C6000-B:C2";"IMMUNOGLOBULIN M";"PCCC 2-B";"535719";"1.020";"0.080";"0.483";"67";"0.038";"1.059";"0.024";"2.290";"In use"
"";"C6000-B:C2";"TOTAL BILIRUBIN";"PCCC 2-B";"535719";"62.300";"3.700";"-0.261";"99";"-0.015";"61.335";"1.826";"2.977";"In use"
"";"C6000-B:C2";"CALCIUM";"PCCC 2-B";"535719";"3.470";"0.140";"-0.211";"96";"-0.008";"3.441";"0.036";"1.037";"In use"
"";"C6000-B:C2";"GAMMA-GLUTAMYL TRANSFERASE";"PCCC 2-B";"535719";"229.000";"14.000";"-0.315";"88";"-0.019";"224.591";"3.386";"1.507";"In use"
"";"C6000-B:C2";"GLUCOSE";"PCCC 2-B";"535719";"13.600";"0.700";"-0.462";"81";"-0.024";"13.277";"0.284";"2.140";"In use"
"";"C6000-B:C2";"LACTATE";"PCCC 2-B";"535719";"3.820";"0.230";"-0.038";"83";"-0.002";"3.811";"0.056";"1.474";"In use"
"";"C6000-B:C2";"LACTATE DEHYDROGENASE";"PCCC 2-B";"535719";"299.000";"18.000";"-0.086";"88";"-0.005";"297.455";"7.523";"2.529";"In use"
"";"C6000-B:C2";"MAGNESIUM";"PCCC 2-B";"535719";"1.360";"0.050";"-0.289";"99";"-0.011";"1.346";"0.050";"3.716";"In use"
"";"C6000-B:C2";"PHOSPHATE";"PCCC 2-B";"535719";"2.760";"0.140";"-0.276";"89";"-0.014";"2.721";"0.054";"1.968";"In use"
"";"C6000-B:C2";"TOTAL PROTEIN";"PCCC 2-B";"535719";"76.600";"3.100";"-0.790";"89";"-0.032";"74.152";"1.754";"2.365";"In use"
"";"C6000-B:C2";"C-REACTIVE PROTEIN";"PCCC 2-B";"535719";"51.400";"3.400";"-0.131";"85";"-0.009";"50.955";"5.763";"11.310";"In use"
"";"C6000-B:C2";"CREATININE";"PCCC 2-B";"535719";"329.000";"20.000";"-0.300";"231";"-0.018";"322.996";"4.979";"1.541";"In use"
"";"C6000-B:C2";"URIC ACID";"PCCC 2-B";"535719";"0.595";"0.030";"0.029";"79";"0.001";"0.596";"0.012";"2.095";"In use"
"";"C6000-B:C2";"LITHIUM";"PCCC 2-B";"535719";"1.810";"0.070";"-0.212";"85";"-0.008";"1.795";"0.067";"3.705";"In use"
"";"C6000-B:ISE1";"SODIUM";"s-PCCC 1-B";"525205";"112.000";"3.000";"0.409";"302";"0.011";"113.228";"2.150";"1.899";"In use"
"";"C6000-B:ISE1";"POTASSIUM";"s-PCCC 1-B";"525205";"3.490";"0.100";"0.566";"293";"0.016";"3.547";"0.095";"2.665";"In use"
"";"C6000-B:ISE1";"CHLORIDE";"s-PCCC 1-B";"525205";"83.700";"2.500";"0.912";"303";"0.027";"85.980";"9.101";"10.585";"In use"
"";"C6000-B:C2";"ALBUMIN";"s-PCCC 1-B";"525205";"32.100";"1.900";"-0.093";"227";"-0.005";"31.924";"1.378";"4.315";"In use"
"";"C6000-B:C2";"ALKALINE PHOSPHATASE";"s-PCCC 1-B";"525205";"101.000";"6.000";"-0.598";"254";"-0.036";"97.413";"6.403";"6.573";"In use"
"";"C6000-B:C2";"TOTAL CHOLESTEROL";"s-PCCC 1-B";"525205";"2.420";"0.120";"0.027";"239";"0.001";"2.423";"0.058";"2.401";"In use"
"";"C6000-B:C2";"UREA";"s-PCCC 1-B";"525205";"6.760";"0.340";"-0.062";"256";"-0.003";"6.739";"0.201";"2.981";"In use"
"";"LIAISON XL";"Cytomegalovirus IgM";"CMV IgM II NC";"2520210";"5.000";"0.667";"0.000";"11";"0.000";"5.000";"0.000";"0.000";"In use"
"";"LIAISON XL";"Cytomegalovirus IgM";"CMV IgM II PC";"2530210";"30.950";"5.500";"0.308";"11";"0.055";"32.645";"2.980";"9.129";"In use"
"";"C6000-B:E3-1";"RUBELLA IGG";"PC RUBIGG1";"629316";"3.316";"0.150";"1.440";"85";"0.065";"3.532";"0.266";"7.519";"In use"
"";"C6000-B:E3-1";"RUBELLA IGG";"PC RUBIGG2";"629317";"57.545";"2.000";"1.079";"84";"0.037";"59.702";"2.949";"4.940";"In use"
"";"C6000-B:E3-2";"HEP A TOTAL";"PC HAV1";"629185";"1.330";"0.080";"-0.182";"44";"-0.011";"1.315";"0.036";"2.750";"In use"
"";"C6000-B:E3-2";"HEP A TOTAL";"PC HAV2";"629243";"0.362";"0.040";"-0.081";"44";"-0.009";"0.358";"0.011";"3.000";"In use"
"";"C6000-B:E3-1";"HEP B CORE TOTAL AB";"PC AHBCII 1";"574638";"2.319";"0.070";"-0.032";"65";"-0.001";"2.317";"0.039";"1.679";"In use"
"";"C6000-B:E3-1";"HEP B CORE TOTAL AB";"PC AHBCII 2";"574635";"0.592";"0.035";"-0.086";"64";"-0.005";"0.589";"0.019";"3.162";"In use"
"";"C6000-B:E4-1";"SYPHILIS";"PC Syph 2";"653372";"5.460";"0.550";"-0.244";"287";"-0.025";"5.326";"0.326";"6.124";"In use"
"";"C6000-B:E4-2";"SYPHILIS";"PC Syph 2";"653372";"5.460";"0.550";"-0.242";"285";"-0.024";"5.327";"0.335";"6.291";"In use"
"";"C6000-B:E4-1";"SYPHILIS";"PC Syph 1";"653369";"0.077";"0.050";"0.072";"293";"0.047";"0.081";"0.005";"6.119";"In use"
"";"C6000-B:E4-2";"SYPHILIS";"PC Syph 1";"653369";"0.078";"0.050";"0.063";"296";"0.040";"0.081";"0.005";"6.408";"In use"
"";"LIAISON XL";"Measles IgG";"Measles IgG NC";"1280260";"5.000";"0.833";"0.000";"8";"0.000";"5.000";"0.000";"0.000";"In use"
"";"LIAISON XL";"Measles IgG";"Measles IgG PC";"1370260";"95.000";"16.667";"-0.370";"8";"-0.065";"88.825";"7.327";"8.249";"In use"
"";"C6000-B:C2";"PARACETAMOL 2";"RIAP L2-B";"2228EC";"323.000";"21.700";"0.050";"70";"0.003";"324.084";"20.702";"6.388";"In use"
"";"C6000-B:E3-1";"THYROID STIMULATING HORMONE";"RIAP L2-B";"2228EC";"2.540";"0.255";"0.199";"77";"0.020";"2.591";"0.111";"4.283";"In use"
"";"C6000-A:E1-1";"Free T4 Gen 3";"sRIAP L2";"2228EC";"29.900";"3.750";"-0.231";"126";"-0.029";"29.033";"1.217";"4.191";"In use"
"";"LIAISON XL";"ALDO";"ALDO L1";"229352";"178.390";"17.820";"0.242";"10";"0.024";"182.700";"13.275";"7.266";"In use"
"";"LIAISON XL";"ALDO";"ALDO L2";"230352";"918.235";"91.878";"0.217";"10";"0.022";"938.200";"58.784";"6.266";"In use"
"";"C6000-A:E2-1";"HIGH-SENSITIVITY TROPONIN T";"PC TN1";"657678";"29.100";"2.620";"0.215";"7";"0.019";"29.663";"2.669";"8.998";"In use"
"";"C6000-B:E3-1";"HIGH-SENSITIVITY TROPONIN T";"PC TN1-B";"657678";"29.100";"2.620";"0.206";"7";"0.019";"29.640";"0.436";"1.472";"In use"
"";"C6000-B:E4-2";"Anti-SARS-CoV-2 Qaun";"PC ACOV2 1";"646706";"0.121";"0.133";"-0.026";"8";"-0.028";"0.118";"0.019";"15.945";"Study"
"";"C6000-B";"Anti-SARS-CoV-2 Qaun";"PC ACOV2 1";"646706";"0.400";"0.133";"-2.105";"1";"-0.700";"0.120";"0.000";"0.000";"Study"
"";"C6000-B:E4-1";"Anti-SARS-CoV-2 Qaun";"PC ACOV2 1";"646706";"0.400";"0.133";"-2.135";"1";"-0.710";"0.116";"0.000";"0.000";"Study"
"";"C6000-B:E4-2";"Anti-SARS-CoV-2 Qaun";"PC ACOV2 2";"646709";"3.200";"0.480";"-0.237";"8";"-0.036";"3.086";"0.141";"4.572";"Study"
"";"C6000-B";"Anti-SARS-CoV-2 Qaun";"PC ACOV2 2";"646709";"3.200";"0.480";"-1.667";"1";"-0.250";"2.400";"0.000";"0.000";"Study"
"";"C6000-B:E4-1";"Anti-SARS-CoV-2 Qaun";"PC ACOV2 2";"646709";"3.200";"0.480";"1.083";"1";"0.163";"3.720";"0.000";"0.000";"Study"
"";"LIAISON XL";"Epstein Barr Virus NA IgG";"EBNA IgG NC";"5400480";"3.000";"0.667";"0.000";"37";"0.000";"3.000";"0.000";"0.000";"In use"
"";"LIAISON XL";"Epstein Barr Virus NA IgG";"EBNA IgG PC";"5630470";"61.000";"9.000";"0.386";"37";"0.057";"64.473";"4.389";"6.807";"In use"
"";"C6000-B:E4-1";"HEP B SURFACE AG";"PC HBSAG2";"630816";"3.240";"0.120";"0.315";"410";"0.012";"3.278";"0.142";"4.324";"In use"
"";"C6000-B:E4-2";"HEP B SURFACE AG";"PC HBSAG2";"630816";"3.281";"0.120";"-0.343";"390";"-0.013";"3.240";"0.138";"4.264";"In use"
"";"C6000-B:E4-1";"HEP B SURFACE AG";"PC HBSAG1";"630808";"0.572";"0.055";"-0.230";"414";"-0.022";"0.560";"0.047";"8.395";"In use"
"";"C6000-B:E4-2";"HEP B SURFACE AG";"PC HBSAG1";"630808";"0.592";"0.055";"-0.148";"398";"-0.014";"0.584";"0.063";"10.761";"In use"
"";"C6000-A:C1";"ALBUMIN CSF";"LIQ SFC2";"56512";"359.000";"17.300";"-0.317";"100";"-0.015";"353.524";"10.198";"2.885";"Study"
"";"C6000-B:E4-1";"SYPHILIS";"PC Syph 2";"610594";"5.398";"0.500";"-0.094";"643";"-0.009";"5.351";"0.296";"5.531";"Study"
"";"C6000-B:E4-2";"SYPHILIS";"PC Syph 2";"610594";"5.461";"0.500";"-0.162";"644";"-0.015";"5.380";"0.310";"5.769";"Study"
"";"C6000-B:E4-1";"SYPHILIS";"PC Syph 1";"610593";"0.060";"0.010";"0.358";"627";"0.060";"0.063";"0.005";"7.498";"Study"
"";"C6000-B:E4-2";"SYPHILIS";"PC Syph 1";"610593";"0.060";"0.010";"0.394";"625";"0.066";"0.064";"0.005";"7.189";"Study"
"";"C6000-B:C2";"ADENOSINE DEAMINASE FLUID";"ADA 0";"01220";"11.300";"0.600";"0.263";"131";"0.014";"11.458";"0.612";"5.337";"In use"
"";"C6000-B:C2";"APOPROTEIN A";"PCCC 1-B";"525205";"1.100";"0.090";"0.590";"38";"0.048";"1.153";"0.057";"4.952";"In use"
"";"C6000-B:C2";"APOPROTEIN B";"PCCC 1-B";"525205";"0.484";"0.039";"-0.239";"39";"-0.019";"0.475";"0.026";"5.424";"In use"
"";"C6000-B:C2";"COMPLEMENT C3";"PCCC 1-B";"525205";"0.926";"0.074";"0.165";"109";"0.013";"0.938";"0.039";"4.160";"In use"
"";"C6000-B:C2";"IMMUNOGLOBULIN A";"PCCC 1-B";"525205";"1.540";"0.120";"-0.352";"103";"-0.027";"1.498";"0.037";"2.443";"In use"
"";"C6000-B:C2";"IMMUNOGLOBULIN G";"PCCC 1-B";"525205";"7.350";"0.440";"0.767";"108";"0.046";"7.688";"0.193";"2.515";"In use"
"";"C6000-B:C2";"IMMUNOGLOBULIN M";"PCCC 1-B";"525205";"0.623";"0.050";"1.006";"109";"0.081";"0.673";"0.027";"4.026";"In use"
"";"C6000-B:C2";"COMPLEMENT C4";"PCCC 1-B";"525205";"0.145";"0.012";"-0.508";"109";"-0.042";"0.139";"0.003";"2.196";"In use"
"";"C6000-B:C2";"CREATININE";"PCCC 1-B";"525205";"88.700";"5.300";"-0.223";"359";"-0.013";"87.518";"1.620";"1.851";"In use"
"";"C6000-B:C2";"ALPHA 1-ANTITRYPSIN";"PCCC 1-B";"525205";"0.883";"0.071";"0.301";"139";"0.024";"0.904";"0.022";"2.436";"In use"
"";"C6000-B:C2";"PHOSPHATE";"PCCC 1-B";"525205";"1.190";"0.060";"0.001";"151";"0.000";"1.190";"0.038";"3.172";"In use"
"";"C6000-B:C2";"HAPTOGLOBIN";"PCCC 1-B";"525205";"0.765";"0.061";"0.569";"156";"0.045";"0.800";"0.018";"2.256";"In use"
"";"C6000-B:C2";"ALANINE TRANSAMINASE";"PCCC 1-B";"525205";"48.900";"2.900";"-0.323";"158";"-0.019";"47.963";"1.331";"2.775";"In use"
"";"C6000-B:C2";"ASPARTATE TRANSAMINASE";"PCCC 1-B";"525205";"44.700";"2.700";"0.076";"139";"0.005";"44.905";"1.259";"2.804";"In use"
"";"C6000-B:C2";"CONJUGATED BILIRUBIN";"PCCC 1-B";"525205";"16.400";"1.300";"-0.183";"148";"-0.015";"16.161";"0.611";"3.781";"In use"
"";"C6000-B:C2";"TOTAL BILIRUBIN";"PCCC 1-B";"525205";"16.400";"1.000";"0.027";"166";"0.002";"16.427";"0.764";"4.649";"In use"
"";"C6000-B:C2";"CALCIUM";"PCCC 1-B";"525205";"2.140";"0.090";"-0.258";"156";"-0.011";"2.117";"0.046";"2.176";"In use"
"";"C6000-B:C2";"GAMMA-GLUTAMYL TRANSFERASE";"PCCC 1-B";"525205";"58.200";"3.500";"-0.339";"144";"-0.020";"57.014";"1.194";"2.095";"In use"
"";"C6000-B:C2";"GLUCOSE";"PCCC 1-B";"525205";"5.760";"0.290";"0.031";"132";"0.002";"5.769";"0.169";"2.927";"In use"
"";"C6000-B:C2";"LACTATE";"PCCC 1-B";"525205";"1.780";"0.110";"0.006";"135";"0.000";"1.781";"0.056";"3.131";"In use"
"";"C6000-B:C2";"LACTATE DEHYDROGENASE";"PCCC 1-B";"525205";"164.000";"10.000";"0.216";"138";"0.013";"166.159";"6.291";"3.786";"In use"
"";"C6000-B:C2";"MAGNESIUM";"PCCC 1-B";"525205";"0.793";"0.032";"-0.083";"168";"-0.003";"0.790";"0.031";"3.907";"In use"
"";"C6000-B:C2";"TOTAL PROTEIN";"PCCC 1-B";"525205";"48.200";"1.900";"-0.490";"151";"-0.019";"47.270";"1.092";"2.310";"In use"
"";"C6000-B:C2";"C-REACTIVE PROTEIN";"PCCC 1-B";"525205";"5.680";"0.210";"-0.716";"139";"-0.026";"5.530";"0.542";"9.803";"In use"
"";"C6000-B:C2";"URIC ACID";"PCCC 1-B";"525205";"0.282";"0.014";"0.192";"134";"0.010";"0.285";"0.006";"2.003";"In use"
"";"C6000-B:C2";"LITHIUM";"PCCC 1-B";"525205";"0.935";"0.037";"-0.427";"135";"-0.017";"0.919";"0.040";"4.362";"In use"
